epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,307.197,0.9049,0.45501,0.8137,0.99776,1,0.995,0.76925,0.89257,0.33478,0.8907,0.0012833,0.0012833,0.0012833
95,309.998,0.903,0.45972,0.7988,0.99767,1,0.995,0.77289,0.97412,0.35647,0.8933,0.00127917,0.00127917,0.00127917
96,312.93,0.8648,0.44821,0.81071,0.99761,1,0.995,0.77283,1.01826,0.36807,0.89367,0.00127505,0.00127505,0.00127505
97,315.936,0.90561,0.43865,0.8075,0.99775,1,0.995,0.7475,1.13809,0.39449,0.90103,0.00127092,0.00127092,0.00127092
98,318.862,0.89223,0.46351,0.79335,0.99798,1,0.995,0.74844,1.3301,0.40039,0.90205,0.00126679,0.00126679,0.00126679
99,322.134,0.90866,0.45333,0.81722,0.9979,1,0.995,0.76519,0.95489,0.33651,0.89513,0.00126267,0.00126267,0.00126267
100,325.161,0.91389,0.45261,0.81134,0.99834,1,0.995,0.77501,1.11089,0.3859,0.8976,0.00125854,0.00125854,0.00125854
101,328.313,0.89625,0.46704,0.80985,0.99827,1,0.995,0.80431,0.8221,0.32133,0.8935,0.00125442,0.00125442,0.00125442
102,331.167,0.90339,0.4595,0.80115,0.99875,1,0.995,0.7884,0.79274,0.3414,0.89285,0.00125029,0.00125029,0.00125029
103,333.953,0.90409,0.46265,0.81391,0.99789,1,0.995,0.76354,0.82398,0.31342,0.89245,0.00124617,0.00124617,0.00124617
104,336.771,0.9541,0.47619,0.8049,0.99772,1,0.995,0.75688,1.03406,0.34185,0.90071,0.00124204,0.00124204,0.00124204
105,339.453,0.92052,0.4483,0.81959,0.99776,1,0.995,0.76613,0.96528,0.34478,0.89583,0.00123791,0.00123791,0.00123791
106,342.366,0.88208,0.44309,0.80584,0.99875,1,0.995,0.77021,0.93537,0.42878,0.89636,0.00123379,0.00123379,0.00123379
107,345.34,0.92762,0.47804,0.79938,0.99809,1,0.995,0.79759,0.75282,0.34126,0.89099,0.00122966,0.00122966,0.00122966
108,348.374,0.86881,0.44328,0.8039,0.99854,1,0.995,0.71318,1.10396,0.43477,0.90358,0.00122554,0.00122554,0.00122554
109,351.768,0.90549,0.4754,0.80108,0.99795,1,0.995,0.73561,1.01743,0.45159,0.89772,0.00122141,0.00122141,0.00122141
110,355.022,0.91694,0.45121,0.8074,0.99794,1,0.995,0.74907,1.15903,0.45786,0.90067,0.00121729,0.00121729,0.00121729
111,358.082,0.92808,0.46955,0.80366,0.99798,1,0.995,0.78829,0.959,0.40012,0.89484,0.00121316,0.00121316,0.00121316
112,360.883,0.95765,0.46845,0.80593,0.99838,1,0.995,0.77259,0.97184,0.37904,0.89275,0.00120903,0.00120903,0.00120903
113,363.718,0.88958,0.45459,0.82383,0.99827,1,0.995,0.75061,0.87726,0.35369,0.89159,0.00120491,0.00120491,0.00120491
114,366.576,0.88256,0.44852,0.80646,0.9978,1,0.995,0.77904,0.95536,0.38917,0.8938,0.00120078,0.00120078,0.00120078
115,369.392,0.89409,0.44709,0.79716,0.99778,1,0.995,0.76558,1.04716,0.40899,0.89573,0.00119666,0.00119666,0.00119666
116,372.205,0.90844,0.43919,0.82834,0.99813,1,0.995,0.79678,0.85545,0.33469,0.89074,0.00119253,0.00119253,0.00119253
117,374.944,0.91966,0.44762,0.8178,0.99854,1,0.995,0.74896,1.08616,0.4128,0.89812,0.0011884,0.0011884,0.0011884
118,377.732,0.86206,0.43429,0.82014,0.99807,1,0.995,0.74066,1.30182,0.46371,0.90028,0.00118428,0.00118428,0.00118428
119,380.467,0.86163,0.43876,0.81795,0.99811,1,0.995,0.78686,1.05253,0.41277,0.89331,0.00118015,0.00118015,0.00118015
120,383.78,0.865,0.43356,0.80771,0.99871,1,0.995,0.79583,0.94081,0.3747,0.89488,0.00117603,0.00117603,0.00117603
121,386.474,0.83612,0.42851,0.82032,0.99804,1,0.995,0.78391,1.14918,0.41033,0.90173,0.0011719,0.0011719,0.0011719
122,389.607,0.95589,0.46403,0.79566,0.99789,1,0.995,0.79053,1.11041,0.4119,0.89895,0.00116778,0.00116778,0.00116778
123,392.751,0.83082,0.44131,0.79796,0.99778,1,0.995,0.80699,0.83524,0.36977,0.89261,0.00116365,0.00116365,0.00116365
124,396.58,0.9135,0.44807,0.81449,0.99815,1,0.995,0.79827,0.87031,0.33857,0.88979,0.00115952,0.00115952,0.00115952
125,399.315,0.90451,0.44369,0.80608,1,1,0.995,0.75679,0.96857,0.34146,0.89414,0.0011554,0.0011554,0.0011554
126,402.279,0.84281,0.4301,0.80153,0.99788,1,0.995,0.79071,0.83986,0.35005,0.89319,0.00115127,0.00115127,0.00115127
127,405.033,0.87483,0.44289,0.80102,0.99781,1,0.995,0.75712,0.99131,0.37641,0.89419,0.00114715,0.00114715,0.00114715
128,407.822,0.87465,0.43504,0.8075,0.99846,1,0.995,0.78794,0.8236,0.33773,0.89807,0.00114302,0.00114302,0.00114302
129,410.595,0.90151,0.44249,0.81964,0.9987,1,0.995,0.76903,1.04002,0.36647,0.89673,0.00113889,0.00113889,0.00113889
130,413.64,0.90089,0.45516,0.80545,0.99905,1,0.995,0.7989,0.85548,0.34256,0.89205,0.00113477,0.00113477,0.00113477
131,416.51,0.90732,0.44485,0.80342,0.99802,1,0.995,0.76625,1.03339,0.36693,0.89585,0.00113064,0.00113064,0.00113064
132,419.755,0.91419,0.44817,0.80337,0.9985,1,0.995,0.78343,0.93844,0.36613,0.89028,0.00112652,0.00112652,0.00112652
133,422.851,0.89306,0.44766,0.81231,0.99837,1,0.995,0.7612,1.11315,0.39216,0.89597,0.00112239,0.00112239,0.00112239
134,425.858,0.87855,0.44522,0.79721,0.99797,1,0.995,0.77993,1.02054,0.36809,0.89265,0.00111827,0.00111827,0.00111827
135,428.804,0.851,0.43474,0.80089,0.99817,1,0.995,0.79261,0.9237,0.32567,0.89249,0.00111414,0.00111414,0.00111414
136,431.874,0.83248,0.43455,0.80397,0.99817,1,0.995,0.75254,1.14047,0.39988,0.89518,0.00111001,0.00111001,0.00111001
137,434.74,0.8619,0.44286,0.80122,0.99797,1,0.995,0.76699,1.00762,0.36589,0.89368,0.00110589,0.00110589,0.00110589
138,437.496,0.87118,0.44878,0.79844,0.99831,1,0.995,0.79618,0.95835,0.34222,0.89322,0.00110176,0.00110176,0.00110176
139,440.121,0.85263,0.42569,0.80588,0.99814,1,0.995,0.78749,0.83632,0.32722,0.88967,0.00109764,0.00109764,0.00109764
140,444.069,0.86048,0.43302,0.79952,0.99808,1,0.995,0.79215,0.92129,0.38383,0.88866,0.00109351,0.00109351,0.00109351
141,448.214,0.83308,0.43475,0.80556,0.99823,1,0.995,0.76832,1.07902,0.43028,0.89462,0.00108938,0.00108938,0.00108938
142,452.37,0.88548,0.43269,0.80152,0.99798,1,0.995,0.76104,0.8587,0.33405,0.89164,0.00108526,0.00108526,0.00108526
143,455.451,0.86811,0.43447,0.79574,0.99818,1,0.995,0.79123,0.94452,0.40232,0.89424,0.00108113,0.00108113,0.00108113
144,458.941,0.88661,0.44608,0.80965,0.99812,1,0.995,0.77141,1.0671,0.41012,0.89357,0.00107701,0.00107701,0.00107701
145,462.111,0.8516,0.42175,0.81397,0.99813,1,0.995,0.79378,0.88725,0.33682,0.88765,0.00107288,0.00107288,0.00107288
146,465.482,0.88074,0.43587,0.80752,0.99812,1,0.995,0.75433,1.23478,0.43173,0.90495,0.00106876,0.00106876,0.00106876
147,468.379,0.84973,0.42044,0.80458,0.99819,1,0.995,0.79265,0.99577,0.38145,0.8886,0.00106463,0.00106463,0.00106463
148,471.426,0.82177,0.41934,0.80024,0.99822,1,0.995,0.77779,1.0312,0.38082,0.89167,0.0010605,0.0010605,0.0010605
149,474.905,0.8191,0.41519,0.80516,0.99827,1,0.995,0.78934,0.88407,0.31238,0.88856,0.00105638,0.00105638,0.00105638
150,478.081,0.85651,0.41649,0.79314,0.99831,1,0.995,0.79202,0.95659,0.38393,0.89199,0.00105225,0.00105225,0.00105225
151,481.86,0.84472,0.43666,0.80315,0.99812,1,0.995,0.80876,0.92465,0.42713,0.88958,0.00104813,0.00104813,0.00104813
152,485.553,0.81083,0.41456,0.7994,1,1,0.995,0.814,0.8807,0.40933,0.88902,0.001044,0.001044,0.001044
153,488.667,0.81274,0.42015,0.79607,1,1,0.995,0.79931,0.98985,0.38303,0.89225,0.00103987,0.00103987,0.00103987
154,492.152,0.8299,0.42793,0.79052,1,1,0.995,0.82233,0.8087,0.3219,0.88771,0.00103575,0.00103575,0.00103575
155,495.546,0.85113,0.41472,0.8004,1,1,0.995,0.79633,1.06973,0.35737,0.8926,0.00103162,0.00103162,0.00103162
156,498.443,0.79259,0.42611,0.78706,0.99811,1,0.995,0.81656,0.88284,0.33068,0.88836,0.0010275,0.0010275,0.0010275
157,501.29,0.76005,0.41679,0.78798,0.99831,1,0.995,0.79012,1.08395,0.36577,0.89575,0.00102337,0.00102337,0.00102337
158,505.614,0.82987,0.41347,0.79915,0.99807,1,0.995,0.79399,0.93027,0.32038,0.88913,0.00101925,0.00101925,0.00101925
159,510.065,0.80366,0.42429,0.78719,0.99825,1,0.995,0.82142,0.90636,0.30601,0.88744,0.00101512,0.00101512,0.00101512
160,513.143,0.75806,0.42214,0.79642,0.99814,1,0.995,0.82237,0.75349,0.32541,0.88463,0.00101099,0.00101099,0.00101099
161,516.13,0.83098,0.42942,0.81359,1,1,0.995,0.83636,0.84877,0.3089,0.88555,0.00100687,0.00100687,0.00100687
162,519.037,0.79471,0.40024,0.78904,1,1,0.995,0.81931,0.95502,0.33705,0.89017,0.00100274,0.00100274,0.00100274
163,522.108,0.82813,0.42051,0.79502,0.99814,1,0.995,0.79659,0.93425,0.34744,0.89236,0.000998616,0.000998616,0.000998616
164,525.241,0.81985,0.43129,0.81608,0.99822,1,0.995,0.79117,0.87345,0.32,0.88845,0.000994491,0.000994491,0.000994491
165,528.245,0.81801,0.41486,0.80765,0.99817,1,0.995,0.80538,0.89731,0.3301,0.88897,0.000990365,0.000990365,0.000990365
166,531.459,0.83046,0.44019,0.78998,0.99816,1,0.995,0.83706,0.90544,0.33158,0.88963,0.000986239,0.000986239,0.000986239
167,535.727,0.8234,0.40891,0.80912,0.99805,1,0.995,0.80969,1.03528,0.33565,0.89019,0.000982113,0.000982113,0.000982113
168,540.006,0.83064,0.40451,0.81658,0.99824,1,0.995,0.81889,0.82432,0.30456,0.88663,0.000977987,0.000977987,0.000977987
169,543.638,0.77722,0.40842,0.79502,0.99815,1,0.995,0.78413,0.92926,0.33424,0.88877,0.000973861,0.000973861,0.000973861
170,546.984,0.76634,0.40706,0.78983,0.79887,1,0.80548,0.63113,1.03786,0.86903,0.89372,0.000969736,0.000969736,0.000969736
171,550.843,0.79606,0.40936,0.78928,1,1,0.995,0.80653,1.05546,0.41009,0.89329,0.00096561,0.00096561,0.00096561
172,554.28,0.8092,0.41997,0.79806,0.99795,1,0.995,0.77119,1.00677,0.37712,0.89309,0.000961484,0.000961484,0.000961484
173,558.141,0.83177,0.41408,0.79522,0.99813,1,0.995,0.78701,0.84911,0.36821,0.88617,0.000957358,0.000957358,0.000957358
